"","FRI","mean","ID","Model","rep"
"749",4,NA,"Maples","IPSL-CM5A-MR",5
"750",5,1628.52417452276,"Maples","IPSL-CM5A-MR",5
"751",1,2338.252806954,"MesicHard","IPSL-CM5A-MR",5
"752",2,3098.86384774048,"MesicHard","IPSL-CM5A-MR",5
"753",3,3616.76745544573,"MesicHard","IPSL-CM5A-MR",5
"754",4,NA,"MesicHard","IPSL-CM5A-MR",5
"755",5,3961.73605406371,"MesicHard","IPSL-CM5A-MR",5
"756",1,0,"Hemlock","IPSL-CM5A-MR",5
"757",2,0.442415150946934,"Hemlock","IPSL-CM5A-MR",5
"758",3,0.749364835042561,"Hemlock","IPSL-CM5A-MR",5
"759",4,NA,"Hemlock","IPSL-CM5A-MR",5
"760",5,1.3589145902456,"Hemlock","IPSL-CM5A-MR",5
"761",1,43.5220883534137,"Yellowpines","MRI-CGCM3",5
"762",2,55.0182022769394,"Yellowpines","MRI-CGCM3",5
"763",3,58.3459366754617,"Yellowpines","MRI-CGCM3",5
"764",4,NA,"Yellowpines","MRI-CGCM3",5
"765",5,66.3824026192484,"Yellowpines","MRI-CGCM3",5
"766",1,3539.89959839357,"Whiteoaks","MRI-CGCM3",5
"767",2,4677.53647074398,"Whiteoaks","MRI-CGCM3",5
"768",3,5338.44191292876,"Whiteoaks","MRI-CGCM3",5
"769",4,NA,"Whiteoaks","MRI-CGCM3",5
"770",5,5954.29775914153,"Whiteoaks","MRI-CGCM3",5
"771",1,1096.87148594378,"XeriredOaks","MRI-CGCM3",5
"772",2,1402.57618480275,"XeriredOaks","MRI-CGCM3",5
"773",3,1587.70765171504,"XeriredOaks","MRI-CGCM3",5
"774",4,NA,"XeriredOaks","MRI-CGCM3",5
"775",5,1675.69975756693,"XeriredOaks","MRI-CGCM3",5
"776",1,24.4497991967871,"XeriHwd","MRI-CGCM3",5
"777",2,30.1620333598094,"XeriHwd","MRI-CGCM3",5
"778",3,28.0287994722955,"XeriHwd","MRI-CGCM3",5
"779",4,NA,"XeriHwd","MRI-CGCM3",5
"780",5,22.7089485202565,"XeriHwd","MRI-CGCM3",5
"781",1,451.787148594378,"WhitePine","MRI-CGCM3",5
"782",2,536.818970082076,"WhitePine","MRI-CGCM3",5
"783",3,562.3322823219,"WhitePine","MRI-CGCM3",5
"784",4,NA,"WhitePine","MRI-CGCM3",5
"785",5,667.099584846372,"WhitePine","MRI-CGCM3",5
"786",1,793.951807228916,"Maples","MRI-CGCM3",5
"787",2,962.409518136087,"Maples","MRI-CGCM3",5
"788",3,1165.54362796834,"Maples","MRI-CGCM3",5
"789",4,NA,"Maples","MRI-CGCM3",5
"790",5,1410.9051181471,"Maples","MRI-CGCM3",5
"791",1,2594.18875502008,"MesicHard","MRI-CGCM3",5
"792",2,3252.01714323537,"MesicHard","MRI-CGCM3",5
"793",3,3812.09357519789,"MesicHard","MRI-CGCM3",5
"794",4,NA,"MesicHard","MRI-CGCM3",5
"795",5,4130.38957849941,"MesicHard","MRI-CGCM3",5
"796",1,0,"Hemlock","MRI-CGCM3",5
"797",2,0.621789780248875,"Hemlock","MRI-CGCM3",5
"798",3,1.31934036939314,"Hemlock","MRI-CGCM3",5
"799",4,NA,"Hemlock","MRI-CGCM3",5
"800",5,2.56534074158854,"Hemlock","MRI-CGCM3",5
"801",1,37.5743631335425,"Yellowpines","HadGEM",6
"802",2,71.6449713120584,"Yellowpines","HadGEM",6
"803",3,92.6305626429966,"Yellowpines","HadGEM",6
"804",4,NA,"Yellowpines","HadGEM",6
"805",5,88.4718239037332,"Yellowpines","HadGEM",6
"806",1,2682.54249321917,"Whiteoaks","HadGEM",6
"807",2,3589.27271089193,"Whiteoaks","HadGEM",6
"808",3,4021.95414525461,"Whiteoaks","HadGEM",6
"809",4,NA,"Whiteoaks","HadGEM",6
"810",5,4245.55265028696,"Whiteoaks","HadGEM",6
"811",1,525.637903526033,"XeriredOaks","HadGEM",6
"812",2,828.40099577979,"XeriredOaks","HadGEM",6
"813",3,951.005150872654,"XeriredOaks","HadGEM",6
"814",4,NA,"XeriredOaks","HadGEM",6
"815",5,1059.93069547275,"XeriredOaks","HadGEM",6
"816",1,28.2854198798064,"XeriHwd","HadGEM",6
"817",2,31.5968135046707,"XeriHwd","HadGEM",6
"818",3,34.712485475737,"XeriHwd","HadGEM",6
"819",4,NA,"XeriHwd","HadGEM",6
"820",5,37.9521613233229,"XeriHwd","HadGEM",6
"821",1,362.759732489496,"WhitePine","HadGEM",6
"822",2,451.765716724359,"WhitePine","HadGEM",6
"823",3,547.736634683341,"WhitePine","HadGEM",6
"824",4,NA,"WhitePine","HadGEM",6
"825",5,738.031314479913,"WhitePine","HadGEM",6
"826",1,559.934092963889,"Maples","HadGEM",6
"827",2,1156.56744274266,"Maples","HadGEM",6
"828",3,1606.19611648159,"Maples","HadGEM",6
"829",4,NA,"Maples","HadGEM",6
"830",5,1957.16106323583,"Maples","HadGEM",6
"831",1,1747.15712918151,"MesicHard","HadGEM",6
"832",2,2654.83764995969,"MesicHard","HadGEM",6
"833",3,3144.23661671518,"MesicHard","HadGEM",6
"834",4,NA,"MesicHard","HadGEM",6
"835",5,3450.15168276317,"MesicHard","HadGEM",6
"836",1,0.151172685209807,"Hemlock","HadGEM",6
"837",2,0.318554696761345,"Hemlock","HadGEM",6
"838",3,0.592542015548448,"Hemlock","HadGEM",6
"839",4,NA,"Hemlock","HadGEM",6
"840",5,0.586981776567891,"Hemlock","HadGEM",6
"841",1,54.0587396635301,"Yellowpines","CNRM-CM5",6
"842",2,73.8064060292039,"Yellowpines","CNRM-CM5",6
"843",3,86.3286986655961,"Yellowpines","CNRM-CM5",6
"844",4,NA,"Yellowpines","CNRM-CM5",6
"845",5,85.7124659003333,"Yellowpines","CNRM-CM5",6
"846",1,4279.70059880239,"Whiteoaks","CNRM-CM5",6
"847",2,5564.21880801308,"Whiteoaks","CNRM-CM5",6
"848",3,5837.78243827193,"Whiteoaks","CNRM-CM5",6
"849",4,NA,"Whiteoaks","CNRM-CM5",6
"850",5,5818.75324278147,"Whiteoaks","CNRM-CM5",6
"851",1,1079.6755061306,"XeriredOaks","CNRM-CM5",6
"852",2,1546.07040536422,"XeriredOaks","CNRM-CM5",6
"853",3,1624.16858075627,"XeriredOaks","CNRM-CM5",6
"854",4,NA,"XeriredOaks","CNRM-CM5",6
"855",5,1532.66849211171,"XeriredOaks","CNRM-CM5",6
"856",1,42.3721129170231,"XeriHwd","CNRM-CM5",6
"857",2,41.0444709207282,"XeriHwd","CNRM-CM5",6
"858",3,42.1053576899914,"XeriHwd","CNRM-CM5",6
"859",4,NA,"XeriHwd","CNRM-CM5",6
"860",5,43.2587986315279,"XeriHwd","CNRM-CM5",6
"861",1,577.379811804961,"WhitePine","CNRM-CM5",6
"862",2,615.380538084287,"WhitePine","CNRM-CM5",6
"863",3,621.741000961447,"WhitePine","CNRM-CM5",6
"864",4,NA,"WhitePine","CNRM-CM5",6
"865",5,691.331899346347,"WhitePine","CNRM-CM5",6
"866",1,778.579412603365,"Maples","CNRM-CM5",6
"867",2,1114.92529993627,"Maples","CNRM-CM5",6
"868",3,1306.40168411711,"Maples","CNRM-CM5",6
"869",4,NA,"Maples","CNRM-CM5",6
"870",5,1520.30420368868,"Maples","CNRM-CM5",6
"871",1,2765.48046763616,"MesicHard","CNRM-CM5",6
"872",2,3549.09365215705,"MesicHard","CNRM-CM5",6
"873",3,4007.21178248053,"MesicHard","CNRM-CM5",6
"874",4,NA,"MesicHard","CNRM-CM5",6
"875",5,4319.06432145231,"MesicHard","CNRM-CM5",6
"876",1,0,"Hemlock","CNRM-CM5",6
"877",2,0.346069657255271,"Hemlock","CNRM-CM5",6
"878",3,0.701877463047681,"Hemlock","CNRM-CM5",6
"879",4,NA,"Hemlock","CNRM-CM5",6
"880",5,1.4366877754988,"Hemlock","CNRM-CM5",6
"881",1,36.3885939036382,"Yellowpines","IPSL-CM5A-MR",6
"882",2,54.6061250101206,"Yellowpines","IPSL-CM5A-MR",6
"883",3,68.5377947761911,"Yellowpines","IPSL-CM5A-MR",6
"884",4,NA,"Yellowpines","IPSL-CM5A-MR",6
"885",5,99.6002407969838,"Yellowpines","IPSL-CM5A-MR",6
"886",1,3052.42418879056,"Whiteoaks","IPSL-CM5A-MR",6
"887",2,4368.00216581653,"Whiteoaks","IPSL-CM5A-MR",6
"888",3,4921.96516499779,"Whiteoaks","IPSL-CM5A-MR",6
"889",4,NA,"Whiteoaks","IPSL-CM5A-MR",6
"890",5,5249.15365744366,"Whiteoaks","IPSL-CM5A-MR",6
"891",1,556.698131760079,"XeriredOaks","IPSL-CM5A-MR",6
"892",2,1013.95133997247,"XeriredOaks","IPSL-CM5A-MR",6
"893",3,1188.2147181488,"XeriredOaks","IPSL-CM5A-MR",6
"894",4,NA,"XeriredOaks","IPSL-CM5A-MR",6
"895",5,1248.04832234207,"XeriredOaks","IPSL-CM5A-MR",6
"896",1,25.5720747295969,"XeriHwd","IPSL-CM5A-MR",6
"897",2,34.7072504250668,"XeriHwd","IPSL-CM5A-MR",6
"898",3,41.4985777709442,"XeriHwd","IPSL-CM5A-MR",6
"899",4,NA,"XeriHwd","IPSL-CM5A-MR",6
"900",5,46.1521773569363,"XeriHwd","IPSL-CM5A-MR",6
"901",1,399.408652900688,"WhitePine","IPSL-CM5A-MR",6
"902",2,526.386304752652,"WhitePine","IPSL-CM5A-MR",6
"903",3,615.884347792662,"WhitePine","IPSL-CM5A-MR",6
"904",4,NA,"WhitePine","IPSL-CM5A-MR",6
"905",5,722.74219786089,"WhitePine","IPSL-CM5A-MR",6
"906",1,546.278859390364,"Maples","IPSL-CM5A-MR",6
"907",2,964.263258035787,"Maples","IPSL-CM5A-MR",6
"908",3,1281.24182698776,"Maples","IPSL-CM5A-MR",6
"909",4,NA,"Maples","IPSL-CM5A-MR",6
"910",5,1631.05077104824,"Maples","IPSL-CM5A-MR",6
"911",1,1957.43461160275,"MesicHard","IPSL-CM5A-MR",6
"912",2,2846.47036677192,"MesicHard","IPSL-CM5A-MR",6
"913",3,3521.44107359074,"MesicHard","IPSL-CM5A-MR",6
"914",4,NA,"MesicHard","IPSL-CM5A-MR",6
"915",5,4000.30407408581,"MesicHard","IPSL-CM5A-MR",6
"916",1,0,"Hemlock","IPSL-CM5A-MR",6
"917",2,0.230507651202332,"Hemlock","IPSL-CM5A-MR",6
"918",3,0.63846553016471,"Hemlock","IPSL-CM5A-MR",6
"919",4,NA,"Hemlock","IPSL-CM5A-MR",6
"920",5,1.21372542807095,"Hemlock","IPSL-CM5A-MR",6
"921",1,72.5681818181818,"Yellowpines","MRI-CGCM3",6
"922",2,55.5316151000998,"Yellowpines","MRI-CGCM3",6
"923",3,52.9931312174325,"Yellowpines","MRI-CGCM3",6
"924",4,NA,"Yellowpines","MRI-CGCM3",6
"925",5,69.8787651102406,"Yellowpines","MRI-CGCM3",6
"926",1,3516.95454545455,"Whiteoaks","MRI-CGCM3",6
"927",2,4305.75212822169,"Whiteoaks","MRI-CGCM3",6
"928",3,5188.74955260803,"Whiteoaks","MRI-CGCM3",6
"929",4,NA,"Whiteoaks","MRI-CGCM3",6
"930",5,5947.99123876888,"Whiteoaks","MRI-CGCM3",6
"931",1,1039.72077922078,"XeriredOaks","MRI-CGCM3",6
"932",2,1320.27029883168,"XeriredOaks","MRI-CGCM3",6
"933",3,1534.30038423075,"XeriredOaks","MRI-CGCM3",6
"934",4,NA,"XeriredOaks","MRI-CGCM3",6
"935",5,1669.2602089136,"XeriredOaks","MRI-CGCM3",6
"936",1,42.2207792207792,"XeriHwd","MRI-CGCM3",6
"937",2,38.3983443903012,"XeriHwd","MRI-CGCM3",6
"938",3,28.5924785515027,"XeriHwd","MRI-CGCM3",6
"939",4,NA,"XeriHwd","MRI-CGCM3",6
"940",5,22.6313118781605,"XeriHwd","MRI-CGCM3",6
"941",1,332.642857142857,"WhitePine","MRI-CGCM3",6
"942",2,455.216696999941,"WhitePine","MRI-CGCM3",6
"943",3,550.956642454866,"WhitePine","MRI-CGCM3",6
"944",4,NA,"WhitePine","MRI-CGCM3",6
"945",5,668.50062031054,"WhitePine","MRI-CGCM3",6
"946",1,570.49025974026,"Maples","MRI-CGCM3",6
"947",2,854.38360828979,"Maples","MRI-CGCM3",6
"948",3,1112.42633822833,"Maples","MRI-CGCM3",6
"949",4,NA,"Maples","MRI-CGCM3",6
"950",5,1416.72363854942,"Maples","MRI-CGCM3",6
"951",1,2347.69805194805,"MesicHard","MRI-CGCM3",6
"952",2,3129.68373157987,"MesicHard","MRI-CGCM3",6
"953",3,3726.33845202379,"MesicHard","MRI-CGCM3",6
"954",4,NA,"MesicHard","MRI-CGCM3",6
"955",5,4110.89330658717,"MesicHard","MRI-CGCM3",6
"956",1,0,"Hemlock","MRI-CGCM3",6
"957",2,0.937591733693419,"Hemlock","MRI-CGCM3",6
"958",3,1.40158692562766,"Hemlock","MRI-CGCM3",6
"959",4,NA,"Hemlock","MRI-CGCM3",6
"960",5,2.28598587439323,"Hemlock","MRI-CGCM3",6
"961",1,39.2916740010562,"Yellowpines","HadGEM",7
"962",2,73.4255146778498,"Yellowpines","HadGEM",7
"963",3,91.0816230354155,"Yellowpines","HadGEM",7
"964",4,NA,"Yellowpines","HadGEM",7
"965",5,84.7170495454663,"Yellowpines","HadGEM",7
"966",1,2694.00113739455,"Whiteoaks","HadGEM",7
"967",2,3492.13018490278,"Whiteoaks","HadGEM",7
"968",3,3914.7394495629,"Whiteoaks","HadGEM",7
"969",4,NA,"Whiteoaks","HadGEM",7
"970",5,4192.74279350444,"Whiteoaks","HadGEM",7
"971",1,552.740646960855,"XeriredOaks","HadGEM",7
"972",2,800.709654975219,"XeriredOaks","HadGEM",7
"973",3,887.609898913735,"XeriredOaks","HadGEM",7
"974",4,NA,"XeriredOaks","HadGEM",7
"975",5,1005.47059128228,"XeriredOaks","HadGEM",7
"976",1,28.8082271539409,"XeriHwd","HadGEM",7
"977",2,33.3769348074724,"XeriHwd","HadGEM",7
"978",3,34.6175569641132,"XeriHwd","HadGEM",7
"979",4,NA,"XeriHwd","HadGEM",7
"980",5,37.1946163873853,"XeriHwd","HadGEM",7
"981",1,367.509430896511,"WhitePine","HadGEM",7
"982",2,431.191431566908,"WhitePine","HadGEM",7
"983",3,532.445368646764,"WhitePine","HadGEM",7
"984",4,NA,"WhitePine","HadGEM",7
"985",5,727.396363730543,"WhitePine","HadGEM",7
"986",1,569.793711832965,"Maples","HadGEM",7
"987",2,1101.1238372093,"Maples","HadGEM",7
"988",3,1608.43938358585,"Maples","HadGEM",7
"989",4,NA,"Maples","HadGEM",7
"990",5,1997.56951818566,"Maples","HadGEM",7
"991",1,1798.08193302913,"MesicHard","HadGEM",7
"992",2,2620.72955585208,"MesicHard","HadGEM",7
"993",3,3183.74231249558,"MesicHard","HadGEM",7
"994",4,NA,"MesicHard","HadGEM",7
"995",5,3488.52602453532,"MesicHard","HadGEM",7
"996",1,0.062976453224649,"Hemlock","HadGEM",7
"997",2,0.369433854365231,"Hemlock","HadGEM",7
"998",3,0.669184005278164,"Hemlock","HadGEM",7
"999",4,NA,"Hemlock","HadGEM",7
"1000",5,0.775150432087574,"Hemlock","HadGEM",7
"1001",1,42.165393258427,"Yellowpines","CNRM-CM5",7
"1002",2,51.0806300686213,"Yellowpines","CNRM-CM5",7
"1003",3,66.0734360741128,"Yellowpines","CNRM-CM5",7
"1004",4,NA,"Yellowpines","CNRM-CM5",7
"1005",5,93.9066567188923,"Yellowpines","CNRM-CM5",7
"1006",1,4439.84719101124,"Whiteoaks","CNRM-CM5",7
"1007",2,5345.14995321273,"Whiteoaks","CNRM-CM5",7
"1008",3,5764.1853743066,"Whiteoaks","CNRM-CM5",7
"1009",4,NA,"Whiteoaks","CNRM-CM5",7
"1010",5,5843.94004808091,"Whiteoaks","CNRM-CM5",7
"1011",1,1101.17348314607,"XeriredOaks","CNRM-CM5",7
"1012",2,1440.97356519027,"XeriredOaks","CNRM-CM5",7
"1013",3,1575.86880556154,"XeriredOaks","CNRM-CM5",7
"1014",4,NA,"XeriredOaks","CNRM-CM5",7
"1015",5,1532.72998839426,"XeriredOaks","CNRM-CM5",7
"1016",1,46.9060674157303,"XeriHwd","CNRM-CM5",7
"1017",2,45.8276668746101,"XeriHwd","CNRM-CM5",7
"1018",3,43.3379166794836,"XeriHwd","CNRM-CM5",7
"1019",4,NA,"XeriHwd","CNRM-CM5",7
"1020",5,43.1565240819033,"XeriHwd","CNRM-CM5",7
"1021",1,538.92808988764,"WhitePine","CNRM-CM5",7
"1022",2,576.315294239967,"WhitePine","CNRM-CM5",7
"1023",3,613.243245460231,"WhitePine","CNRM-CM5",7
"1024",4,NA,"WhitePine","CNRM-CM5",7
"1025",5,697.886645113156,"WhitePine","CNRM-CM5",7
"1026",1,862.567191011236,"Maples","CNRM-CM5",7
"1027",2,1128.25688812643,"Maples","CNRM-CM5",7
"1028",3,1323.40282178269,"Maples","CNRM-CM5",7
"1029",4,NA,"Maples","CNRM-CM5",7
"1030",5,1506.22310370555,"Maples","CNRM-CM5",7
"1031",1,2760.42786516854,"MesicHard","CNRM-CM5",7
"1032",2,3468.78831357871,"MesicHard","CNRM-CM5",7
"1033",3,3966.82940108893,"MesicHard","CNRM-CM5",7
"1034",4,NA,"MesicHard","CNRM-CM5",7
"1035",5,4296.85162480312,"MesicHard","CNRM-CM5",7
"1036",1,0,"Hemlock","CNRM-CM5",7
"1037",2,0.63069245165315,"Hemlock","CNRM-CM5",7
"1038",3,1.29294451792837,"Hemlock","CNRM-CM5",7
"1039",4,NA,"Hemlock","CNRM-CM5",7
"1040",5,2.05891569261378,"Hemlock","CNRM-CM5",7
"1041",1,31.2779255319149,"Yellowpines","IPSL-CM5A-MR",7
"1042",2,52.9193243243243,"Yellowpines","IPSL-CM5A-MR",7
"1043",3,74.3751948485748,"Yellowpines","IPSL-CM5A-MR",7
"1044",4,NA,"Yellowpines","IPSL-CM5A-MR",7
"1045",5,101.297483274632,"Yellowpines","IPSL-CM5A-MR",7
"1046",1,3499.05110182371,"Whiteoaks","IPSL-CM5A-MR",7
"1047",2,4241.58947876448,"Whiteoaks","IPSL-CM5A-MR",7
"1048",3,4863.13733113124,"Whiteoaks","IPSL-CM5A-MR",7
"1049",4,NA,"Whiteoaks","IPSL-CM5A-MR",7
"1050",5,5303.57165818751,"Whiteoaks","IPSL-CM5A-MR",7
"1051",1,725.881838905775,"XeriredOaks","IPSL-CM5A-MR",7
"1052",2,969.610965250965,"XeriredOaks","IPSL-CM5A-MR",7
"1053",3,1155.41593675772,"XeriredOaks","IPSL-CM5A-MR",7
"1054",4,NA,"XeriredOaks","IPSL-CM5A-MR",7
"1055",5,1276.27743146792,"XeriredOaks","IPSL-CM5A-MR",7
"1056",1,26.2712765957447,"XeriHwd","IPSL-CM5A-MR",7
"1057",2,36.8570849420849,"XeriHwd","IPSL-CM5A-MR",7
"1058",3,42.4567714519002,"XeriHwd","IPSL-CM5A-MR",7
"1059",4,NA,"XeriHwd","IPSL-CM5A-MR",7
"1060",5,46.4555543131884,"XeriHwd","IPSL-CM5A-MR",7
"1061",1,478.208396656535,"WhitePine","IPSL-CM5A-MR",7
"1062",2,516.029864864865,"WhitePine","IPSL-CM5A-MR",7
"1063",3,583.649745769002,"WhitePine","IPSL-CM5A-MR",7
"1064",4,NA,"WhitePine","IPSL-CM5A-MR",7
"1065",5,739.684766403906,"WhitePine","IPSL-CM5A-MR",7
"1066",1,634.387727963526,"Maples","IPSL-CM5A-MR",7
"1067",2,1008.18530888031,"Maples","IPSL-CM5A-MR",7
"1068",3,1310.54120583432,"Maples","IPSL-CM5A-MR",7
"1069",4,NA,"Maples","IPSL-CM5A-MR",7
"1070",5,1616.62817502469,"Maples","IPSL-CM5A-MR",7
"1071",1,2323.84954407295,"MesicHard","IPSL-CM5A-MR",7
"1072",2,3074.76590733591,"MesicHard","IPSL-CM5A-MR",7
"1073",3,3575.47054075119,"MesicHard","IPSL-CM5A-MR",7
"1074",4,NA,"MesicHard","IPSL-CM5A-MR",7
"1075",5,3909.00581427853,"MesicHard","IPSL-CM5A-MR",7
"1076",1,0.398176291793313,"Hemlock","IPSL-CM5A-MR",7
"1077",2,0.643281853281853,"Hemlock","IPSL-CM5A-MR",7
"1078",3,0.773808640142518,"Hemlock","IPSL-CM5A-MR",7
"1079",4,NA,"Hemlock","IPSL-CM5A-MR",7
"1080",5,1.32345185516483,"Hemlock","IPSL-CM5A-MR",7
"1081",1,27.5187637969095,"Yellowpines","MRI-CGCM3",7
"1082",2,48.5127471383975,"Yellowpines","MRI-CGCM3",7
"1083",3,57.1849783680451,"Yellowpines","MRI-CGCM3",7
"1084",4,NA,"Yellowpines","MRI-CGCM3",7
"1085",5,69.2139358328072,"Yellowpines","MRI-CGCM3",7
"1086",1,3294.07284768212,"Whiteoaks","MRI-CGCM3",7
"1087",2,4333.29167533819,"Whiteoaks","MRI-CGCM3",7
"1088",3,5136.83432689405,"Whiteoaks","MRI-CGCM3",7
"1089",4,NA,"Whiteoaks","MRI-CGCM3",7
"1090",5,5925.95837659071,"Whiteoaks","MRI-CGCM3",7
"1091",1,831.0706401766,"XeriredOaks","MRI-CGCM3",7
"1092",2,1261.6553069719,"XeriredOaks","MRI-CGCM3",7
"1093",3,1529.36076315525,"XeriredOaks","MRI-CGCM3",7
"1094",4,NA,"XeriredOaks","MRI-CGCM3",7
"1095",5,1665.91337821398,"XeriredOaks","MRI-CGCM3",7
"1096",1,39.7306843267108,"XeriHwd","MRI-CGCM3",7
"1097",2,34.901144640999,"XeriHwd","MRI-CGCM3",7
"1098",3,28.960395915082,"XeriHwd","MRI-CGCM3",7
"1099",4,NA,"XeriHwd","MRI-CGCM3",7
"1100",5,22.5430451054053,"XeriHwd","MRI-CGCM3",7
"1101",1,346.401766004415,"WhitePine","MRI-CGCM3",7
"1102",2,455.328772112383,"WhitePine","MRI-CGCM3",7
"1103",3,549.974154844552,"WhitePine","MRI-CGCM3",7
"1104",4,NA,"WhitePine","MRI-CGCM3",7
"1105",5,662.965604586531,"WhitePine","MRI-CGCM3",7
"1106",1,543.618101545254,"Maples","MRI-CGCM3",7
"1107",2,862.784651404787,"Maples","MRI-CGCM3",7
"1108",3,1124.45722658215,"Maples","MRI-CGCM3",7
"1109",4,NA,"Maples","MRI-CGCM3",7
"1110",5,1426.39388652831,"Maples","MRI-CGCM3",7
"1111",1,2040.05960264901,"MesicHard","MRI-CGCM3",7
"1112",2,3072.81607700312,"MesicHard","MRI-CGCM3",7
"1113",3,3742.18964433042,"MesicHard","MRI-CGCM3",7
"1114",4,NA,"MesicHard","MRI-CGCM3",7
"1115",5,4123.50920624048,"MesicHard","MRI-CGCM3",7
"1116",1,0,"Hemlock","MRI-CGCM3",7
"1117",2,0.361290322580645,"Hemlock","MRI-CGCM3",7
"1118",3,1.31326089143777,"Hemlock","MRI-CGCM3",7
"1119",4,NA,"Hemlock","MRI-CGCM3",7
"1120",5,2.0634358310233,"Hemlock","MRI-CGCM3",7
